Gene,UniProt,Sample_type,Tissue,Species,Repository,Reference,Confidence_Score,Description,Coverage_Map_File,Total_Ion_Intensity
FGB,P02675,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,29806.4,Fibrinogen beta chain,Retinal vascular basement membrane_P02675.html,555151
FGB,P02675,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29806.4,Fibrinogen beta chain,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P02675.html,0
FGB,P02675,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29806.4,Fibrinogen beta chain,Symptomatic carotid stenosis (Soluble protein fraction)_P02675.html,0
FGB,P02675,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29806.4,Fibrinogen beta chain,Varicose Saphenous Vein (Insoluble protein fraction)_P02675.html,79758200
FGB,P02675,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29806.4,Fibrinogen beta chain,Varicose Saphenous Vein (Soluble protein fraction)_P02675.html,72999000
BGN,P21810,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29470.9,Biglycan,Asymptomatic carotid (Insoluble ECM protein fraction)_P21810.html,0
BGN,P21810,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29470.9,Biglycan,Asymptomatic carotid (Soluble protein fraction)_P21810.html,0
BGN,P21810,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29470.9,Biglycan,Normal Saphenous Vein (Insoluble protein fraction)_P21810.html,8547999700
BGN,P21810,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29470.9,Biglycan,Normal Saphenous Vein (Soluble protein fraction)_P21810.html,5194190
BGN,P21810,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,29470.9,Biglycan,Proteins from human vascular SMCs in culture_P21810.html,0
BGN,P21810,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,29470.9,Biglycan,Retinal vascular basement membrane_P21810.html,7849260
BGN,P21810,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29470.9,Biglycan,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P21810.html,0
BGN,P21810,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,29470.9,Biglycan,Symptomatic carotid stenosis (Soluble protein fraction)_P21810.html,0
BGN,P21810,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29470.9,Biglycan,Varicose Saphenous Vein (Insoluble protein fraction)_P21810.html,2386850050
BGN,P21810,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,29470.9,Biglycan,Varicose Saphenous Vein (Soluble protein fraction)_P21810.html,7582440
Mfap4,Q9D1H9,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,28911.8,Microfibril-associated glycoprotein 4,Bronchoalveolar lavage of fibrotic lung_Q9D1H9.html,936411010
Mfap4,Q9D1H9,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,28911.8,Microfibril-associated glycoprotein 4,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q9D1H9.html,58293502000
Emilin1,Q99K41,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,28642.5,EMILIN-1,Bronchoalveolar lavage of fibrotic lung_Q99K41.html,735918
Emilin1,Q99K41,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,28642.5,EMILIN-1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q99K41.html,73603899000
FN1,P02751-15,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,28101.3,Isoform 15 of Fibronectin,Asymptomatic carotid (Insoluble ECM protein fraction)_P02751-15.html,0
FN1,P02751-15,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,28101.3,Isoform 15 of Fibronectin,Asymptomatic carotid (Soluble protein fraction)_P02751-15.html,0
FN1,P02751-15,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,28101.3,Isoform 15 of Fibronectin,Proteins from human vascular SMCs in culture_P02751-15.html,0
FN1,P02751-15,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,28101.3,Isoform 15 of Fibronectin,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P02751-15.html,0
FN1,P02751-15,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,28101.3,Isoform 15 of Fibronectin,Symptomatic carotid stenosis (Soluble protein fraction)_P02751-15.html,0
Serpina1d,Q00897,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27858.1,Alpha-1-antitrypsin 1-4,Bronchoalveolar lavage of fibrotic lung_Q00897.html,3.18E+11
Serpina1d,Q00897,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27858.1,Alpha-1-antitrypsin 1-4,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q00897.html,79441404000
Col4a2,P08122,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27708.1,Collagen alpha-2(IV) chain,Bronchoalveolar lavage of fibrotic lung_P08122.html,105620000
Col4a2,P08122,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,27708.1,Collagen alpha-2(IV) chain,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P08122.html,1.85E+11
COL1A1,P02452,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26425,Collagen alpha-1(I) chain,Asymptomatic carotid (Insoluble ECM protein fraction)_P02452.html,0
COL1A1,P02452,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26425,Collagen alpha-1(I) chain,Asymptomatic carotid (Soluble protein fraction)_P02452.html,0
COL1A1,P02452,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,26425,Collagen alpha-1(I) chain,Normal Saphenous Vein (Insoluble protein fraction)_P02452.html,2782340100
COL1A1,P02452,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,26425,Collagen alpha-1(I) chain,Normal Saphenous Vein (Soluble protein fraction)_P02452.html,263319008
COL1A1,P02452,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,26425,Collagen alpha-1(I) chain,Proteins from human vascular SMCs in culture_P02452.html,0
COL1A1,P02452,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,26425,Collagen alpha-1(I) chain,Retinal vascular basement membrane_P02452.html,5767950
COL1A1,P02452,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26425,Collagen alpha-1(I) chain,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P02452.html,0
COL1A1,P02452,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,26425,Collagen alpha-1(I) chain,Symptomatic carotid stenosis (Soluble protein fraction)_P02452.html,0
COL1A1,P02452,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,26425,Collagen alpha-1(I) chain,Varicose Saphenous Vein (Insoluble protein fraction)_P02452.html,5514260000
COL1A1,P02452,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,26425,Collagen alpha-1(I) chain,Varicose Saphenous Vein (Soluble protein fraction)_P02452.html,78329000
Lamb1,P02469,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,26016.6,Laminin subunit beta-1,Bronchoalveolar lavage of fibrotic lung_P02469.html,19517600
Lamb1,P02469,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,26016.6,Laminin subunit beta-1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P02469.html,1.38E+11
FN1,P02751,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25780.5,Fibronectin,Normal Saphenous Vein (Insoluble protein fraction)_P02751.html,19258900500
FN1,P02751,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,25780.5,Fibronectin,Proteins from human vascular SMCs in culture_P02751.html,0
FN1,P02751,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25780.5,Fibronectin,Varicose Saphenous Vein (Insoluble protein fraction)_P02751.html,9109040100
Serpinh1,P19324,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25593.6,Serpin H1,Bronchoalveolar lavage of fibrotic lung_P19324.html,27924300
Serpinh1,P19324,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25593.6,Serpin H1,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P19324.html,1.30E+11
TNC,P24821,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,25475.7,Tenascin,Asymptomatic carotid (Insoluble ECM protein fraction)_P24821.html,0
TNC,P24821,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,25475.7,Tenascin,Asymptomatic carotid (Soluble protein fraction)_P24821.html,0
TNC,P24821,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25475.7,Tenascin,Normal Saphenous Vein (Insoluble protein fraction)_P24821.html,2565809920
TNC,P24821,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25475.7,Tenascin,Normal Saphenous Vein (Soluble protein fraction)_P24821.html,163832992
TNC,P24821,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,25475.7,Tenascin,Proteins from human vascular SMCs in culture_P24821.html,0
TNC,P24821,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,25475.7,Tenascin,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P24821.html,0
TNC,P24821,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,25475.7,Tenascin,Symptomatic carotid stenosis (Soluble protein fraction)_P24821.html,0
TNC,P24821,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25475.7,Tenascin,Varicose Saphenous Vein (Insoluble protein fraction)_P24821.html,600008000
TNC,P24821,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,25475.7,Tenascin,Varicose Saphenous Vein (Soluble protein fraction)_P24821.html,189222000
Fga,E9PV24,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25474.7,Fibrinogen alpha chain,Bronchoalveolar lavage of fibrotic lung_E9PV24.html,8112289800
Fga,E9PV24,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25474.7,Fibrinogen alpha chain,Fibrotic lung ECM (Quantitative detergent solubility profiling)_E9PV24.html,1.62E+11
Col12a1,Q60847-5,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25065.2,Isoform 5 of Collagen alpha-1(XII) chain,Bronchoalveolar lavage of fibrotic lung_Q60847-5.html,167580992
Col12a1,Q60847-5,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,25065.2,Isoform 5 of Collagen alpha-1(XII) chain,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q60847-5.html,1.18E+11
S100a11,P50543,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,24752.1,Protein S100-A11,Bronchoalveolar lavage of fibrotic lung_P50543.html,1670509950
S100a11,P50543,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,24752.1,Protein S100-A11,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P50543.html,22268700700
COL14A1,Q05707,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,24714.8,Collagen alpha-1(XIV) chain,Asymptomatic carotid (Insoluble ECM protein fraction)_Q05707.html,0
COL14A1,Q05707,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,24714.8,Collagen alpha-1(XIV) chain,Asymptomatic carotid (Soluble protein fraction)_Q05707.html,0
COL14A1,Q05707,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,24714.8,Collagen alpha-1(XIV) chain,Normal Saphenous Vein (Insoluble protein fraction)_Q05707.html,441111008
COL14A1,Q05707,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,24714.8,Collagen alpha-1(XIV) chain,Normal Saphenous Vein (Soluble protein fraction)_Q05707.html,521558016
COL14A1,Q05707,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,24714.8,Collagen alpha-1(XIV) chain,Retinal vascular basement membrane_Q05707.html,49957800
COL14A1,Q05707,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,24714.8,Collagen alpha-1(XIV) chain,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q05707.html,0
COL14A1,Q05707,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,24714.8,Collagen alpha-1(XIV) chain,Symptomatic carotid stenosis (Soluble protein fraction)_Q05707.html,0
COL14A1,Q05707,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,24714.8,Collagen alpha-1(XIV) chain,Varicose Saphenous Vein (Insoluble protein fraction)_Q05707.html,202516992
COL14A1,Q05707,Varicose Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,24714.8,Collagen alpha-1(XIV) chain,Varicose Saphenous Vein (Soluble protein fraction)_Q05707.html,1203740030
Serpina1b,P22599,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,24662.8,Alpha-1-antitrypsin 1-2,Bronchoalveolar lavage of fibrotic lung_P22599.html,2.88E+11
Serpina1b,P22599,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,24662.8,Alpha-1-antitrypsin 1-2,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P22599.html,72295399000
Pzp,Q61838,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23972.3,Pregnancy zone protein,Bronchoalveolar lavage of fibrotic lung_Q61838.html,57909801000
Pzp,Q61838,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23972.3,Pregnancy zone protein,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q61838.html,26623701000
Eln,P54320,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23947.5,Elastin,Bronchoalveolar lavage of fibrotic lung_P54320.html,162624000
Eln,P54320,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23947.5,Elastin,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P54320.html,30409900000
Bgn,P28653,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23605.4,Biglycan,Bronchoalveolar lavage of fibrotic lung_P28653.html,24607200
Bgn,P28653,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23605.4,Biglycan,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P28653.html,58927600000
Tgfbi,P82198,Bronchoalveolar lavage of fibrotic lung,Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23072.1,Transforming growth factor-beta-induced protein ig-h3,Bronchoalveolar lavage of fibrotic lung_P82198.html,3080179970
Tgfbi,P82198,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,23072.1,Transforming growth factor-beta-induced protein ig-h3,Fibrotic lung ECM (Quantitative detergent solubility profiling)_P82198.html,61140902000
LAMB2,P55268,Asymptomatic carotid (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,22580.4,Laminin subunit beta-2,Asymptomatic carotid (Insoluble ECM protein fraction)_P55268.html,0
LAMB2,P55268,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,22580.4,Laminin subunit beta-2,Asymptomatic carotid (Soluble protein fraction)_P55268.html,0
LAMB2,P55268,Normal Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,22580.4,Laminin subunit beta-2,Normal Saphenous Vein (Insoluble protein fraction)_P55268.html,1560770050
LAMB2,P55268,Normal Saphenous Vein (Soluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,22580.4,Laminin subunit beta-2,Normal Saphenous Vein (Soluble protein fraction)_P55268.html,1029320
LAMB2,P55268,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,22580.4,Laminin subunit beta-2,Proteins from human vascular SMCs in culture_P55268.html,0
LAMB2,P55268,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,22580.4,Laminin subunit beta-2,Retinal vascular basement membrane_P55268.html,835780990
LAMB2,P55268,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,22580.4,Laminin subunit beta-2,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P55268.html,0
LAMB2,P55268,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,22580.4,Laminin subunit beta-2,Symptomatic carotid stenosis (Soluble protein fraction)_P55268.html,0
